"mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_name","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period"
0.0772064316670999,0.0602343245982579,0.89475,-0.0748422341795671,0.23033419005172,-0.0398164758937429,0.19137266912518,-0.0278395490987074,0.168208267848611,-0.0677123970666747,-0.0395413957241596,-0.0242220063344106,0.174353370159537,0.191840428387133,0.242708752521438,"Anderson_etal_ 2006-Surf Bay-13-1:Anderson_etal_ 2006","Namaqua",15,1,1.00399245894065,1.00904705481152,"site_slope","Ecoregion","1900-2015"
0.0305129681651277,0.0617285769674823,0.68375,-0.125447184645401,0.186985027907807,-0.0923744176061879,0.148116475937944,-0.0674305750319461,0.132391787246199,-0.130085796353811,-0.0900513261173578,-0.0695580301817635,0.131036803848969,0.152509108605266,0.186085771684616,"Andrew_1991-2-13-3:Andrew_1991","Manning-Hawkesbury",14,2,1.00361024738952,1.0123479033869,"site_slope","Ecoregion","1900-2015"
-0.00841041460980115,0.0616072980448782,0.45525,-0.160037295212079,0.155257346102466,-0.130940444154084,0.109645195956053,-0.113689877953063,0.0891651996057875,-0.168686353291979,-0.128797455709336,-0.11103993191986,0.0926084135692676,0.112959437254665,0.1494648139796,"Andrew_1991-3-13-4:Andrew_1991","Manning-Hawkesbury",14,2,1.00443213305851,1.0155849967478,"site_slope","Ecoregion","1900-2015"
0.00705774193305582,0.0617923443450721,0.54725,-0.154733102298445,0.161799073947241,-0.120018805598778,0.125153217541854,-0.101775982059654,0.10267522407638,-0.156150264559908,-0.116131294780404,-0.0944724603611698,0.111324990821675,0.130607594598159,0.161314078760058,"Andrew_1991-4-13-5:Andrew_1991","Manning-Hawkesbury",14,2,1.00660239204173,1.02150492657759,"site_slope","Ecoregion","1900-2015"
-0.00648448175870449,0.0622878460506782,0.45175,-0.159331927817783,0.155145003456638,-0.116814930963712,0.126912342414861,-0.107840083516392,0.0956127924033031,-0.15892844146491,-0.123163902911955,-0.1052023615198,0.098770257981448,0.121016868798982,0.155151392149818,"Andrew_1991-5-13-6:Andrew_1991","Manning-Hawkesbury",14,2,1.00931632561903,1.02913183702654,"site_slope","Ecoregion","1900-2015"
-0.00497184550481937,0.0627551524780748,0.477,-0.154429625647768,0.171233997898447,-0.127219749417371,0.116613668655316,-0.114215395438178,0.0904710103990145,-0.16463106030895,-0.127237075173054,-0.109189391600455,0.0965196748228754,0.11645380079653,0.162957972025752,"Andrew_1991-6-13-7:Andrew_1991","Manning-Hawkesbury",14,2,1.00307273798899,1.00833803200052,"site_slope","Ecoregion","1900-2015"
-0.0623615862837571,0.0620421995887557,0.15525,-0.213355973560392,0.0958074410054598,-0.181058429884984,0.0603395105951998,-0.164387058473946,0.0406265843784355,-0.212956669104486,-0.180934266632743,-0.164771647112288,0.0405592699702548,0.0603523100215844,0.0958126048939675,"Andrew_Jones_1990-Sydney_2-13-8:Andrew_Jones_1990","Manning-Hawkesbury",14,3,1.00959019347092,1.02869848428264,"site_slope","Ecoregion","1900-2015"
-0.00844188841966203,0.0332328408559277,0.39475,-0.0935867391160936,0.0811132876640216,-0.0722153748827295,0.0564561725067319,-0.0619032091773276,0.0466653963052877,-0.0991925546682314,-0.0726237310293125,-0.0621197292872506,0.0465443394702383,0.0560658415372236,0.0784797107324106,"Aus_Marmion-Marmion-13-9:Aus_Marmion","Houtman",11,4,1.00049553570394,1.00334415312374,"site_slope","Ecoregion","1900-2015"
0.0220492301004629,0.0485247077575568,0.67225,-0.100421200328612,0.145316802094157,-0.0693057125855136,0.115708134362785,-0.0529715732610052,0.103556299909823,-0.103180142091042,-0.0704696979359073,-0.0562115249155759,0.101546198719711,0.115072780922102,0.143123678034655,"Aus_Marmion-Marmion Lagoon_ Western Australia-13-10:Aus_Marmion","Houtman",11,4,1.00357260915355,1.01274939744852,"site_slope","Ecoregion","1900-2015"
0.000857647869642873,0.0358778919432064,0.5235,-0.0913950396427843,0.0996679929792054,-0.0674141992285001,0.0714026039026635,-0.0587558451454651,0.0577075838300177,-0.090096775623102,-0.0674182213552784,-0.0582825400690642,0.0585814886196784,0.0713789605918854,0.100475545466208,"Australia_WA_Wernberg-SH3-18-1:Australia_WA_Wernberg","Leeuwin",13,5,1.00353659685902,1.01202710373372,"site_slope","Ecoregion","1900-2015"
