"","mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_name","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period"
"1761",-0.195349194230573,0.175432497475191,0.132444444444444,-0.632352151311645,0.293201695195275,-0.522289724757918,0.186892663521626,-0.475658863665543,0.0961807442250192,-0.629721308814982,-0.554059850310583,-0.477309423857445,0.0951365198433697,0.158653517204965,0.292498124803397,NA,"Agulhas Bank",NA,NA,1.00273105978592,1.00862762793728,"mean_slope","Ecoregion","1900-2015"
"1762",-0.0714670614358274,0.00685180491042174,0,-0.0891746944957992,-0.0547813951853907,-0.0843371659328332,-0.0572384076318369,-0.0821846544602491,-0.0598065305028045,-0.0887332429716115,-0.0851431723240229,-0.0827663457607276,-0.0602056446508454,-0.057964376628437,-0.054013958769933,NA,"Aleutian Islands",NA,NA,1.00138147586632,1.0066844900209,"mean_slope","Ecoregion","1900-2015"
"1763",-0.0152687020419024,0.00692250153294644,0.0148888888888889,-0.0325876221617575,0.00295236829733917,-0.0285826142011646,-0.00192413579356551,-0.0258846655646567,-0.00378439689024333,-0.0321149664819154,-0.0284134331304946,-0.0261157765684151,-0.00396772084320378,-0.0016667409838586,0.00362677110977099,NA,"Bassian",NA,NA,0.999701079720931,1.00067585360156,"mean_slope","Ecoregion","1900-2015"
"1764",0.00678024674053086,0.27943974630937,0.518666666666667,-0.768860983813275,0.734343206387271,-0.556351025749639,0.547655755508147,-0.445008878716371,0.468163621941896,-0.760266774395494,-0.562037043689211,-0.453553863412112,0.462721463477238,0.546520089812349,0.741912861949369,NA,"Beaufort Sea",NA,NA,1.0006724957794,1.00410917726464,"mean_slope","Ecoregion","1900-2015"
"1765",0.005645099281542,0.00993314809592487,0.717777777777778,-0.0212877691499931,0.0304918826116064,-0.0136100196238933,0.0242843058779601,-0.0115059069896283,0.0208096460718615,-0.0213521122874107,-0.01390298946839,-0.0111584705466592,0.0213120631766562,0.0241955556301268,0.0304139688508025,NA,"Cape Howe",NA,NA,1.00047563954011,1.00200404760512,"mean_slope","Ecoregion","1900-2015"
"1766",-0.0106730342948399,0.0104496660066122,0.141777777777778,-0.0363548927854292,0.0156215248535272,-0.0321460913785675,0.00983850527084762,-0.028759085928679,0.00558769614651675,-0.0373334936901728,-0.0304808345264631,-0.0272736783835202,0.00726714317832373,0.0124067874083015,0.0154341453439807,NA,"Celtic Seas",NA,NA,1.00178517023739,1.00596033253797,"mean_slope","Ecoregion","1900-2015"
"1767",-0.152405825847869,0.083323085550861,0.0306666666666667,-0.378089573313118,0.0526498221504748,-0.309820108968832,0.0199416033133776,-0.288743670931478,-0.0157314964460801,-0.371040119801669,-0.323211959134414,-0.292953642381563,-0.0197401489496164,0.0093668122213048,0.065664101263015,NA,"Central Chile",NA,NA,1.00015644351243,1.00057465830196,"mean_slope","Ecoregion","1900-2015"
"1768",0.0162825516930757,0.0393525416002226,0.661777777777778,-0.0788407188991699,0.120126621870517,-0.0618271855958615,0.0890449162231294,-0.0500644179770506,0.0775358696177509,-0.0818267483007064,-0.0602687739966825,-0.0488762205513149,0.0796331457252087,0.0925239889050048,0.117511795078027,NA,"Gulf of Alaska",NA,NA,1.00091900655543,1.00386786823697,"mean_slope","Ecoregion","1900-2015"
"1769",-0.0270155250618454,0.020622960608905,0.0893333333333333,-0.0823270523600633,0.027832749281864,-0.0676095792575033,0.0146336906773693,-0.0615858242719574,0.00685247238312894,-0.0830872206585813,-0.0691946510541473,-0.0618225875605639,0.00675078035698712,0.0131075699653573,0.0268197392903686,NA,"Gulf of Maine",NA,NA,1.0067955852995,1.02349157670031,"mean_slope","Ecoregion","1900-2015"
"1770",0.074098190180126,0.0582735187837865,0.907555555555556,-0.0778062976715674,0.245318973253957,-0.0373867926226319,0.184210763309978,-0.0206929351490871,0.163152861811786,-0.0954903102527721,-0.0408032368007799,-0.0201555039289745,0.164104590112974,0.183075741286984,0.235036513113823,NA,"Gulf of St. Lawrence",NA,NA,1.00226610999688,1.00534722569709,"mean_slope","Ecoregion","1900-2015"
